churned,account_length,area_code,intl_plan,number_customer_service_calls,number_vmail_messages,phone_number,state,total_day_calls,total_day_charge,total_day_minutes,total_eve_calls,total_eve_charge,total_eve_minutes,total_intl_calls,total_intl_charge,total_intl_minutes,total_night_calls,total_night_charge,voice_mail_plan,total_night_minutes,_dmIndex_,_PartInd_,M_FILTER
0,94,415,no,0,0,353-2080,WV,113,14.6,85.9,91,19.27,226.7,16,4.21,15.6,110,12.58,no,279.6,3000320,0,0
0,105,415,no,1,27,397-7500,NE,96,24,141.2,94,14.25,167.7,2,3.08,11.4,101,12.35,yes,274.4,3000321,0,0
0,73,415,no,0,31,414-5786,NC,104,33.05,194.4,84,14.96,176,3,3.11,11.5,110,10.35,yes,230.1,3000322,0,0
0,112,415,no,2,0,388-4282,NE,100,28.49,167.6,90,13.13,154.5,3,4.67,17.3,107,12.66,no,281.4,3000323,0,0
0,179,408,no,1,0,415-5132,IL,134,39.87,234.5,94,13.96,164.2,4,1.65,6.1,72,8.61,no,191.4,3000324,0,0
0,57,510,no,1,0,352-4541,MA,78,26.21,154.2,85,16.72,196.7,9,2.73,10.1,97,11.41,no,253.5,3000325,1,0
0,127,415,no,1,14,373-5928,AZ,99,24.34,143.2,91,14.44,169.9,1,3.13,11.6,77,9.97,yes,221.6,3000326,1,0
0,122,415,yes,1,40,406-7737,SD,80,36.79,216.4,90,21.22,249.7,4,3.43,12.7,99,8.37,yes,185.9,3000327,1,0
0,33,510,no,1,35,332-7607,MT,85,27.52,161.9,82,12.85,151.2,2,2.3,8.5,131,8.59,yes,191,3000328,1,0
0,94,408,no,3,0,359-7788,VT,90,20.18,118.7,57,17.43,205.1,6,2.81,10.4,100,7.75,no,172.2,3000329,1,0
0,100,408,no,1,0,384-1549,UT,123,30.45,179.1,132,16.71,196.6,10,2.75,10.2,116,8.4,no,186.7,3000330,1,0
0,106,415,no,2,0,352-8508,HI,97,25.14,147.9,99,17.79,209.3,5,2.38,8.8,80,7.29,no,162.1,3000331,0,0
0,148,415,no,2,38,404-1002,DC,110,35.56,209.2,73,9.91,116.6,4,4.46,16.5,105,4.93,yes,109.6,3000332,1,0
0,120,415,no,0,29,414-2905,WI,140,41.53,244.3,89,27.4,322.3,6,2.86,10.6,83,7.51,yes,166.8,3000333,0,0
0,91,415,no,1,34,380-9849,UT,96,29.8,175.3,122,22.3,262.3,11,1.51,5.6,76,6.48,yes,143.9,3000334,1,0
0,86,510,no,1,0,387-6498,WA,92,25.59,150.5,95,10.23,120.3,2,2.43,9,96,12.2,no,271.2,3000335,1,0
0,78,415,no,0,25,360-6024,SD,73,33.56,197.4,113,25.13,295.7,2,3.56,13.2,73,9.53,yes,211.7,3000336,1,0
0,94,510,no,1,0,352-5815,MT,136,27.8,163.5,111,12.21,143.7,5,3.4,12.6,82,11.4,no,253.4,3000337,0,0
1,85,415,no,2,0,366-2273,NJ,93,40.27,236.9,113,16.8,197.7,7,3.08,11.4,78,13.91,no,309.1,3000338,1,0
0,89,415,no,1,0,414-9119,CT,77,13.99,82.3,80,14.21,167.2,4,1.94,7.2,70,8.76,no,194.7,3000339,1,0
0,128,415,no,1,0,409-8796,VA,111,36.72,216,115,13.06,153.7,4,3.43,12.7,74,10.22,no,227,3000340,0,0
0,115,415,yes,1,0,337-2442,NC,119,30.6,180,126,16.9,198.8,3,3.35,12.4,70,9.77,no,217.1,3000341,1,0
0,76,415,no,1,0,404-1931,AK,55,24.43,143.7,108,14.71,173.1,6,1.57,5.8,95,10.76,no,239.1,3000342,0,0
0,75,415,no,1,39,367-9765,MD,107,33.69,198.2,132,23.83,280.4,7,3.05,11.3,73,5.83,yes,129.6,3000343,1,0
0,90,415,no,2,29,378-7299,IL,106,31.55,185.6,113,18.67,219.7,5,3,11.1,120,6.84,yes,152.1,3000344,1,0
0,30,408,no,3,0,410-5192,CT,108,23.39,137.6,80,13.77,162,10,1.57,5.8,126,8.45,no,187.7,3000345,1,0
1,105,415,yes,1,0,405-1108,KS,119,46.56,273.9,103,23.68,278.6,7,2.94,10.9,90,11.49,no,255.3,3000346,2,0
0,102,415,no,3,31,392-1734,MA,92,21.3,125.3,108,12,141.2,2,1.7,6.3,68,7.57,yes,168.2,3000347,1,0
0,83,415,no,3,0,395-6030,NJ,102,30.4,178.8,84,14.27,167.9,4,2.32,8.6,65,8.05,no,178.9,3000348,0,0
0,63,510,no,0,49,330-5168,AR,86,36.53,214.9,89,16.85,198.2,5,2.21,8.2,139,7.69,yes,170.8,3000349,0,0
0,155,408,no,2,0,334-3142,MS,93,27.71,163,102,17.33,203.9,4,4.08,15.1,109,7.15,no,159,3000350,0,0
0,82,415,no,2,29,362-9983,ND,77,27.85,163.8,112,11.47,134.9,2,2.38,8.8,95,3.57,yes,79.3,3000351,1,0
0,87,510,no,1,0,414-2606,IN,113,32.22,189.5,100,17.42,204.9,3,3.62,13.4,93,9.98,no,221.7,3000352,1,0
0,115,415,no,0,26,402-4501,MI,110,26.38,155.2,133,19.63,230.9,4,1.22,4.5,100,11.77,yes,261.6,3000353,1,0
1,99,510,yes,0,0,387-2604,AR,102,41.19,242.3,102,29.83,350.9,3,3.05,11.3,93,7.34,no,163.1,3000354,1,0
0,121,415,yes,3,44,400-3343,VT,127,43.2,254.1,108,15.32,180.2,4,2.35,8.7,129,8.83,yes,196.2,3000355,0,0
0,54,510,no,2,33,353-2450,WV,90,19.04,112,112,17.68,208,4,3.05,11.3,83,6.76,yes,150.3,3000356,1,0
0,105,408,no,3,0,406-2032,ME,73,19.64,115.5,83,22.72,267.3,5,3.59,13.3,90,5.14,no,114.2,3000357,1,0
0,73,415,no,1,0,409-4462,IA,102,23.31,137.1,114,17.92,210.8,4,3,11.1,120,8.61,no,191.4,3000358,1,0
0,95,415,no,0,0,392-5941,CT,113,33.73,198.4,144,20.05,235.9,3,2.73,10.1,99,14.65,no,325.6,3000359,0,0
0,21,415,no,3,19,334-9182,NM,94,22.56,132.7,101,17.39,204.6,7,3.48,12.9,78,6.96,yes,154.7,3000360,0,0
0,163,408,no,2,25,346-3445,OR,99,37.33,219.6,99,17.88,210.4,8,3.73,13.8,88,10.92,yes,242.7,3000361,1,0
0,57,415,no,0,0,368-9507,VT,96,28.83,169.6,112,19.95,234.7,4,3.02,11.2,83,12.84,no,285.4,3000362,1,0
0,104,408,yes,4,0,382-3966,RI,73,27.27,160.4,103,24.98,293.9,5,3.4,12.6,90,13.8,no,306.6,3000363,0,0
0,83,415,no,0,20,334-5844,RI,89,16.15,95,92,14.27,167.9,2,3.02,11.2,79,9.03,yes,200.6,3000364,0,0
0,141,415,no,2,0,362-9411,NM,87,27.22,160.1,120,21.82,256.7,1,1.89,7,107,12.15,no,270,3000365,0,0
0,95,415,no,3,0,390-3565,AL,114,33.08,194.6,106,19.79,232.8,2,1.03,3.8,92,7.8,no,173.4,3000366,1,0
1,184,415,no,1,0,417-4810,MT,73,40.19,236.4,120,24.42,287.3,4,3.73,13.8,94,8.64,no,192,3000367,1,0
0,74,408,no,2,0,384-3389,CT,95,26.71,157.1,36,18.11,213.1,3,2.05,7.6,77,12.62,no,280.4,3000368,1,0
0,67,415,no,0,0,414-9717,TN,125,30.57,179.8,86,14.72,173.2,4,2.94,10.9,97,12.28,no,272.8,3000369,0,0
0,104,415,yes,0,0,357-1700,ID,108,25.19,148.2,113,13.75,161.8,4,2.97,11,103,11.67,no,259.3,3000370,0,0
0,71,415,no,1,39,376-7207,TX,103,31.14,183.2,111,17.8,209.4,6,3.21,11.9,109,7.76,yes,172.4,3000371,0,0
1,149,415,no,4,0,368-7706,NH,88,20.26,119.2,110,14.31,168.3,6,3.29,12.2,119,9.21,no,204.7,3000372,0,0
0,154,408,no,0,35,346-4216,ND,102,38.08,224,99,16.32,192,2,2.59,9.6,100,7.34,yes,163.1,3000373,1,0
0,138,510,no,0,21,370-9533,SC,149,3.32,19.5,109,11.98,140.9,1,2.13,7.9,111,8.09,yes,179.7,3000374,0,0
0,117,415,no,1,0,372-1493,KS,83,31.42,184.8,101,21.13,248.6,8,2.59,9.6,113,5.99,no,133.1,3000375,1,0
0,130,408,no,1,0,387-6031,ME,140,29.97,176.3,104,17.09,201,5,3.05,11.3,123,7.29,no,161.9,3000376,1,0
0,73,415,no,2,0,366-6248,RI,115,41.09,241.7,133,14.32,168.5,2,3,11.1,122,7.64,no,169.8,3000377,1,0
0,100,510,no,0,38,369-3756,WI,121,38.2,224.7,131,24.99,294,6,2.65,9.8,61,13.05,yes,290,3000378,0,0
0,149,510,no,1,0,363-1719,NC,115,35.24,207.3,82,16.86,198.4,4,2.32,8.6,83,5.13,no,114.1,3000379,0,0
0,29,408,no,2,0,402-6666,OH,81,33.46,196.8,110,14.28,168,7,3.43,12.7,98,5.97,no,132.6,3000380,0,0
0,131,510,no,1,0,408-9779,WY,74,18.85,110.9,90,9.83,115.6,9,4.27,15.8,114,8.57,no,190.5,3000381,0,0
0,153,510,no,2,0,407-2441,NJ,145,20.83,122.5,103,23.23,273.3,3,2.16,8,71,8.9,no,197.8,3000382,1,0
0,84,510,no,2,0,384-5027,ND,144,38.57,226.9,122,17.14,201.6,5,3.56,13.2,121,5.86,no,130.2,3000383,0,0
0,133,510,no,2,0,380-3161,WI,65,31.79,187,128,12.02,141.4,8,2.7,10,108,10.72,no,238.2,3000384,2,0
0,112,415,no,0,0,360-8135,KY,113,28.99,170.5,129,16.42,193.2,6,3.02,11.2,91,8.46,no,188,3000385,0,0
0,87,415,no,0,0,399-5426,NY,101,34.82,204.8,80,13.69,161,3,2.57,9.5,89,12.86,no,285.7,3000386,1,0
0,72,415,no,2,0,385-2564,MO,114,28.2,165.9,97,20.05,235.9,5,3.24,12,120,9.45,no,210.1,3000387,0,0
1,66,510,no,4,0,337-8618,AZ,133,26.18,154,121,16.91,198.9,3,2.57,9.5,100,6.84,no,151.9,3000388,0,0
0,65,510,no,1,29,354-8491,MN,104,26.88,158.1,81,27.39,322.2,6,2.4,8.9,96,9.45,yes,210,3000389,0,0
0,74,415,no,2,0,394-6278,CO,93,38.28,225.2,120,18.28,215.1,2,2.46,9.1,95,10.88,no,241.8,3000390,2,0
1,116,408,no,6,0,405-2276,MD,79,27.1,159.4,88,15.26,179.5,2,2.62,9.7,71,7.55,no,167.8,3000391,1,0
0,68,510,no,2,0,376-1000,AR,95,29.36,172.7,90,11.82,139.1,1,3.16,11.7,99,7.84,no,174.3,3000392,2,0
0,68,415,no,3,0,397-1659,TN,99,37.88,222.8,85,14.94,175.8,3,2.97,11,111,9.09,no,202,3000393,0,0
0,54,415,yes,1,0,379-3953,DE,77,36.4,214.1,94,20.44,240.5,3,2.73,10.1,75,8.5,no,188.9,3000394,1,0
0,99,408,no,1,0,418-6512,TN,92,9.32,54.8,103,14.71,173,3,2.03,7.5,125,8.78,no,195.1,3000395,0,0
0,107,408,no,3,0,392-5296,WI,104,22.78,134,94,14.83,174.5,3,1.97,7.3,79,14,no,311.1,3000396,1,0
0,124,510,no,1,0,355-3814,WV,74,31.42,184.8,84,14.88,175.1,6,2.84,10.5,95,7.12,no,158.2,3000397,1,0
0,95,415,no,3,36,375-2098,CT,112,48.13,283.1,86,24.33,286.2,3,3.05,11.3,129,11.78,yes,261.7,3000398,1,0
1,173,510,no,0,0,372-7990,MN,143,49.61,291.8,134,18.22,214.3,2,2.67,9.9,119,6.8,no,151.2,3000399,1,0
0,110,408,no,1,0,356-4558,MO,94,37.86,222.7,98,8.99,105.8,4,3.65,13.5,78,9.67,no,214.8,3000400,1,0
0,102,510,no,0,0,398-5788,VA,79,29.67,174.5,136,20.13,236.8,5,2.3,8.5,110,12.17,no,270.4,3000401,0,0
0,130,408,no,0,0,390-4003,NH,86,11.63,68.4,110,16.43,193.3,4,2.81,10.4,139,7.72,no,171.5,3000402,0,0
0,91,408,no,1,31,332-8103,OK,78,46.41,273,98,18.32,215.5,2,2.59,9.6,114,4.71,yes,104.7,3000403,1,0
1,64,415,yes,1,0,406-9926,CT,134,38.3,225.3,87,9.2,108.2,9,4.67,17.3,132,6.28,no,139.6,3000404,1,0
0,176,415,no,1,23,418-2402,TN,130,48.14,283.2,74,13.82,162.6,6,1.94,7.2,104,8,yes,177.7,3000405,0,0
1,93,510,yes,1,0,384-3299,MD,78,22.34,131.4,106,18.67,219.7,2,3,11.1,103,7.01,no,155.7,3000406,1,0
0,84,510,no,1,12,378-9090,WI,87,15.25,89.7,73,11.78,138.6,2,2.89,10.7,114,7.46,yes,165.8,3000407,0,0
0,138,510,no,3,0,350-6473,SD,102,21.61,127.1,106,21.05,247.7,3,1.35,5,75,9.35,no,207.7,3000408,0,0
0,101,415,no,1,28,379-4583,ND,132,18,105.9,107,19.69,231.7,5,2.89,10.7,120,12.66,yes,281.3,3000409,2,0
0,136,408,no,2,0,411-5078,VA,79,24.19,142.3,113,13.43,158,11,1.62,6,75,7.99,no,177.5,3000410,0,0
0,111,510,no,2,0,347-4982,UT,80,32.52,191.3,94,11.77,138.5,3,1.73,6.4,107,11.07,no,246,3000411,1,0
0,132,408,no,0,36,341-9274,MA,93,34.32,201.9,75,13.29,156.3,5,3.7,13.7,92,5.91,yes,131.3,3000412,1,0
0,128,415,no,3,0,353-7461,SD,91,42.04,247.3,60,15.53,182.7,2,3.97,14.7,112,6.44,no,143.2,3000413,1,0
0,92,408,no,1,38,371-7366,AL,96,41.17,242.2,144,13.57,159.7,1,2.4,8.9,108,9.45,yes,210,3000414,0,0
1,197,415,yes,5,0,395-7923,AL,80,21.64,127.3,115,18.9,222.3,5,3.7,13.7,95,7.83,no,173.9,3000415,1,0
0,191,408,no,1,0,351-8398,WV,104,27.54,162,120,20.5,241.2,7,2.94,10.9,83,9.47,no,210.4,3000416,2,0
0,99,415,no,2,33,329-2204,SC,93,30.45,179.1,102,20.26,238.3,1,2.86,10.6,96,7.46,yes,165.7,3000417,1,0
0,106,415,no,3,31,407-7507,FL,125,33.56,197.4,110,10.49,123.4,4,3.32,12.3,101,5.2,yes,115.6,3000418,1,0
0,88,415,no,2,0,405-8075,KY,82,25.19,148.2,67,26.24,308.7,4,1.73,6.4,79,10.59,no,235.4,3000419,1,0
0,78,415,no,0,0,390-9698,UT,85,32.83,193.1,105,14.63,172.1,1,2.75,10.2,119,5.83,no,129.6,3000420,1,0
0,98,408,no,1,0,403-4917,NY,99,29.19,171.7,87,14.86,174.8,6,2.11,7.8,130,8.53,no,189.6,3000421,1,0
0,17,408,no,1,35,391-6709,MS,123,33.75,198.5,74,23,270.6,10,2.19,8.1,130,9.45,yes,209.9,3000422,2,0
0,56,415,no,1,24,389-5988,NH,87,20.69,121.7,76,15.64,184,3,3.43,12.7,98,12,yes,266.6,3000423,2,0
0,84,415,no,2,0,372-1534,VA,105,22.13,130.2,60,23.63,278,6,3.78,14,74,13.74,no,305.4,3000424,1,0
0,95,510,no,2,0,395-6369,VT,96,34.58,203.4,61,14.33,168.6,3,3.7,13.7,105,7.79,no,173,3000425,1,0
0,16,415,no,5,0,400-3197,WY,83,29.7,174.7,122,23.87,280.8,8,2.84,10.5,80,7.73,no,171.7,3000426,0,0
1,76,510,yes,1,0,377-4169,NV,120,40.97,241,96,19.7,231.8,1,2.67,9.9,67,9.91,no,220.2,3000427,1,0
0,93,415,no,0,0,384-5343,WV,95,24.09,141.7,100,18.79,221,3,2.75,10.2,71,10.22,no,227.1,3000428,1,0
0,83,408,no,2,0,338-4472,WA,96,22.92,134.8,78,14.21,167.2,5,2.08,7.7,123,7.27,no,161.5,3000429,0,0
0,123,415,no,1,0,332-2126,KS,119,27.73,163.1,51,21.2,249.4,10,2.43,9,77,7.57,no,168.2,3000430,1,0
0,64,408,no,1,0,349-2157,VT,116,24.74,145.5,110,19.41,228.4,8,2.4,8.9,91,12.3,no,273.4,3000431,1,0
1,82,510,no,0,0,393-4823,OK,73,56.07,329.8,120,17.71,208.3,6,2.86,10.6,102,12.02,no,267.1,3000432,1,0
0,107,510,no,2,0,385-2683,GA,97,33.07,194.5,131,15.84,186.3,1,3.43,12.7,106,8.02,no,178.3,3000433,1,0
0,110,510,no,1,0,345-8350,CO,93,22.42,131.9,106,23.18,272.7,4,1.92,7.1,105,8.68,no,192.8,3000434,1,0
0,96,408,no,1,29,334-4506,AK,91,25.5,150,75,13.55,159.4,3,2.3,8.5,55,10.26,yes,228.1,3000435,0,0
0,47,415,no,2,30,332-3544,TN,93,33.42,196.6,140,20.52,241.4,4,3.48,12.9,118,10.17,yes,226,3000436,2,0
0,115,510,no,2,0,380-5102,KY,107,16.95,99.7,96,12.33,145.1,4,3.81,14.1,99,6.72,no,149.4,3000437,2,0
0,69,415,no,3,0,395-6149,PA,88,24.41,143.6,86,12.05,141.8,5,2.92,10.8,83,8.73,no,194,3000438,0,0
0,163,408,no,2,40,398-8122,CT,56,39.42,231.9,91,18,211.8,3,3.32,12.3,74,12.08,yes,268.5,3000439,0,0
0,90,415,no,3,0,334-4438,CT,80,6.43,37.8,105,13.2,155.3,5,3.83,14.2,111,7.88,no,175,3000440,2,0
0,98,415,no,3,0,384-7459,MN,107,12.38,72.8,103,15.84,186.4,4,2.84,10.5,110,7.89,no,175.3,3000441,0,0
0,90,408,no,1,39,368-3931,WY,89,16.12,94.8,91,18.62,219.1,5,3.08,11.4,65,8.88,yes,197.4,3000442,0,0
0,174,415,no,1,15,353-1352,PA,143,37.71,221.8,115,17.9,210.6,9,3.35,12.4,109,9.98,yes,221.8,3000443,1,0
1,95,415,no,2,0,348-5725,OR,120,45.73,269,120,19.86,233.7,4,1.97,7.3,61,8.07,no,179.3,3000444,0,0
1,79,415,no,1,0,365-2008,PA,114,45.61,268.3,111,15.77,185.5,7,1.7,6.3,88,11.91,no,264.6,3000445,1,0
0,123,415,no,1,27,393-3635,OK,127,33.78,198.7,105,21.17,249,5,3.38,12.5,124,7.79,yes,173.2,3000446,1,0
1,99,415,no,7,0,380-8727,VT,75,19.64,115.5,111,18.54,218.1,7,3.11,11.5,98,11.47,no,254.9,3000447,1,0
0,114,415,no,2,0,381-2376,ID,100,34.36,202.1,102,16.63,195.7,5,3.59,13.3,120,13.13,no,291.8,3000448,0,0
0,141,510,no,1,0,365-8114,PA,113,36.65,215.6,81,17.05,200.6,6,3.35,12.4,107,6.92,no,153.8,3000449,1,0
0,132,408,no,1,0,415-5008,NM,107,28.88,169.9,121,17.8,209.4,2,3.11,11.5,79,9.27,no,206.1,3000450,0,0
0,133,510,no,0,0,392-8318,FL,85,34.29,201.7,116,14.4,169.4,4,1.62,6,80,12.88,no,286.3,3000451,0,0
0,133,408,no,4,0,401-4007,TX,133,37.59,221.1,140,13.62,160.2,3,2.27,8.4,84,7.28,no,161.8,3000452,1,0
0,93,510,no,2,32,338-7709,VT,117,37.18,218.7,61,9.78,115,5,2.54,9.4,85,8.67,yes,192.7,3000453,1,0
1,34,415,no,2,0,374-1981,MA,89,49.93,293.7,71,23.16,272.5,10,2.97,11,76,8.02,no,178.2,3000454,1,0
1,140,415,no,4,0,333-5101,OR,108,20.45,120.3,84,20.43,240.4,3,2.08,7.7,74,9.74,no,216.4,3000455,1,0
0,96,415,no,2,26,345-3734,DE,96,29.89,175.8,84,17.56,206.6,2,3,11.1,105,8.01,yes,178,3000456,1,0
1,144,510,no,1,0,384-5004,FL,95,47.35,278.5,90,20.46,240.7,5,3.13,11.6,90,5.4,no,120,3000457,1,0
0,24,408,no,3,29,341-9396,ID,105,40.17,236.3,114,16.22,190.8,2,1.94,7.2,105,5.81,yes,129,3000458,0,0
0,54,415,no,1,0,408-6302,MD,113,46.55,273.8,156,10.17,119.6,3,3.16,11.7,117,12.04,no,267.6,3000459,1,0
1,50,408,no,5,0,348-7193,WV,129,22.29,131.1,94,13.64,160.5,9,1.51,5.6,88,9.31,no,206.9,3000460,0,0
0,92,415,no,4,23,417-4063,ID,83,28.46,167.4,129,21.98,258.6,3,3.02,11.2,110,5.24,yes,116.4,3000461,1,0
0,96,408,no,3,0,375-6911,NV,68,33.61,197.7,53,21.29,250.5,3,2.84,10.5,67,8.15,no,181.2,3000462,0,0
0,146,415,no,2,0,358-3604,OH,93,28.82,169.5,71,19.63,230.9,7,2.43,9,115,12.14,no,269.8,3000463,1,0
0,138,415,yes,0,17,339-7485,ID,116,38.28,225.2,88,14.74,173.4,4,3.16,11.7,99,6.56,yes,145.8,3000464,0,0
0,102,408,no,4,0,368-3078,SC,73,29.67,174.5,114,18.16,213.7,5,2.78,10.3,116,7.41,no,164.7,3000465,0,0
1,76,510,no,5,0,418-7055,MO,84,22.05,129.7,80,15.09,177.5,3,2.03,7.5,87,10.3,no,228.9,3000466,1,0
0,99,415,no,3,0,386-9981,NE,66,34,200,104,9.17,107.9,2,3.08,11.4,82,10.52,no,233.7,3000467,1,0
0,83,510,no,0,36,366-2541,NC,87,16.3,95.9,105,22.24,261.6,4,3.59,13.3,109,10.29,yes,228.6,3000468,1,0
0,36,510,no,1,25,335-3110,ME,110,25.98,152.8,67,20.64,242.8,2,2.46,9.1,74,6.63,yes,147.4,3000469,1,0
0,70,510,no,1,0,400-7809,MI,102,22.08,129.9,133,17.74,208.7,3,3.86,14.3,93,10.41,no,231.4,3000470,1,0
1,109,415,yes,2,0,404-3106,AZ,85,45.63,268.4,131,12.8,150.6,8,2.62,9.7,84,13.41,no,297.9,3000471,1,0
0,100,415,no,2,0,333-2337,AZ,152,32.05,188.5,115,12.61,148.3,5,4.1,15.2,88,8.09,no,179.8,3000472,0,0
0,104,408,no,1,0,353-6482,HI,97,29,170.6,111,13.78,162.1,1,1.65,6.1,131,9.48,no,210.7,3000473,0,0
0,106,415,no,1,0,397-8162,NJ,124,32.54,191.4,116,17.06,200.7,3,2.21,8.2,76,10.35,no,230.1,3000474,1,0
0,84,510,no,1,0,380-6722,MS,96,12.8,75.3,113,15.29,179.9,1,3.32,12.3,134,8.72,no,193.8,3000475,1,0
0,80,510,no,2,0,329-2918,MA,123,25.47,149.8,75,23.49,276.3,7,2.94,10.9,75,10.86,no,241.4,3000476,0,0
0,100,510,no,1,0,348-8022,SC,87,19.7,115.9,56,9.46,111.3,4,1.92,7.1,77,7.66,no,170.2,3000477,1,0
0,99,408,no,2,0,388-4459,MN,86,21.9,128.8,105,17.33,203.9,4,3.81,14.1,131,12.72,no,282.6,3000478,1,0
0,50,510,no,1,0,358-3114,WV,108,22.39,131.7,103,18.4,216.5,5,2.97,11,126,8.82,no,196.1,3000479,0,0
0,105,415,no,1,0,343-9654,MS,48,17.24,101.4,119,13.52,159.1,2,3.29,12.2,53,11.66,no,259.2,3000480,0,0
0,113,415,no,4,23,401-9909,VA,104,25.33,149,67,20.04,235.8,5,2.57,9.5,76,9.08,yes,201.8,3000481,1,0
0,111,415,no,2,36,404-9978,MS,123,16.46,96.8,105,14.5,170.6,4,3.62,13.4,85,7.47,yes,166,3000482,1,0
0,161,408,no,2,0,397-8011,NM,121,18.28,107.5,46,21.79,256.4,3,3.4,12.6,131,11.12,no,247.2,3000483,1,0
1,70,415,no,0,0,341-8719,TX,95,39.58,232.8,111,25.79,303.4,7,3.48,12.9,104,11.5,no,255.6,3000484,1,0
0,97,415,no,3,43,408-1242,HI,105,20.59,121.1,115,22.12,260.2,5,2.24,8.3,100,10.01,yes,222.4,3000485,1,0
0,130,510,no,0,0,406-7726,WA,70,21.13,124.3,99,23.01,270.7,6,0.95,3.5,83,10.78,no,239.5,3000486,0,0
0,92,415,no,1,0,351-2773,WI,101,26.81,157.7,100,25.38,298.6,3,3.73,13.8,99,9.76,no,216.9,3000487,1,0
0,119,408,no,0,0,368-6174,CO,68,21.13,124.3,88,17.6,207.1,1,4,14.8,93,7.08,no,157.4,3000488,1,0
1,115,415,no,1,0,334-5029,NV,125,48.69,286.4,74,17.48,205.7,6,1.86,6.9,141,8.61,no,191.4,3000489,0,0
0,134,415,no,0,0,413-1789,RI,95,24.09,141.7,101,17.48,205.6,6,2.38,8.8,60,9.83,no,218.5,3000490,1,0
0,127,408,no,0,25,414-1246,VA,91,29.41,173,64,20.89,245.8,3,1.3,4.8,99,13.5,yes,300,3000491,1,0
1,80,415,no,2,0,330-4978,NJ,120,45.68,268.7,147,25.59,301,1,1.57,5.8,140,7.52,no,167,3000492,0,0
0,153,415,no,0,31,386-1631,ND,130,37.15,218.5,103,11.41,134.2,6,2.54,9.4,105,5.35,yes,118.9,3000493,1,0
0,85,415,no,3,0,363-1208,MN,114,43.4,255.3,83,16.54,194.6,5,1,3.7,78,12.45,no,276.6,3000494,1,0
0,79,415,no,1,0,334-5263,HI,124,7.12,41.9,95,17.94,211,5,3.08,11.4,55,10.71,no,237.9,3000495,1,0
0,35,415,no,1,0,361-4137,ND,87,44.34,260.8,78,21.94,258.1,2,1.57,5.8,123,5.91,no,131.3,3000496,0,0
0,120,408,no,0,26,374-8187,WI,94,40.7,239.4,88,22.05,259.4,3,2.08,7.7,132,10.71,yes,238,3000497,1,0
0,68,510,no,0,0,370-1525,MN,94,38.54,226.7,129,14.31,168.4,1,2.75,10.2,117,8.49,no,188.7,3000498,1,0
1,60,408,no,1,0,355-3801,DC,147,30.48,179.3,89,17.76,208.9,6,3.65,13.5,98,11.17,no,248.2,3000499,0,0
0,120,510,no,1,0,392-5605,KS,110,26.86,158,103,16.75,197,5,2.7,10,132,6.97,no,154.9,3000500,0,0
0,71,510,no,1,23,363-1366,MT,82,29.87,175.7,136,22.01,258.9,7,3.81,14.1,154,12.08,yes,268.4,3000501,1,0
0,124,415,no,3,0,358-5274,WV,107,26.76,157.4,112,14.26,167.8,3,2.38,8.8,102,8.5,no,188.8,3000502,0,0
1,23,510,no,1,0,376-9607,ME,74,19.23,113.1,95,14.35,168.8,2,1.86,6.9,126,11.83,no,262.9,3000503,2,0
0,225,415,no,1,0,374-1213,WY,142,31.06,182.7,63,20.95,246.5,2,2.38,8.8,103,9.81,no,218,3000504,1,0
1,181,415,yes,0,0,421-8537,NY,83,27.42,161.3,83,10.57,124.4,3,3.81,14.1,98,11.79,no,262,3000505,0,0
0,63,415,no,2,0,351-5576,VT,92,24.23,142.5,102,17.71,208.3,2,2.03,7.5,120,10.3,no,228.9,3000506,1,0
1,54,415,yes,2,0,407-7258,NC,108,32.39,190.5,108,22.07,259.7,2,2.62,9.7,111,6.37,no,141.5,3000507,1,0
0,80,408,yes,1,15,405-4420,MO,110,27.08,159.3,120,14.5,170.6,5,3.21,11.9,82,6.35,yes,141.2,3000508,0,0
0,118,408,yes,1,39,340-2855,NC,106,26.15,153.8,111,10.48,123.3,6,2.48,9.2,103,5.3,yes,117.8,3000509,0,0
0,42,408,yes,2,0,342-8002,NJ,127,30.72,180.7,94,14.84,174.6,6,3.24,12,114,7.44,no,165.3,3000510,0,0
0,134,408,no,0,0,355-6826,OH,105,34.46,202.7,90,19.12,224.9,7,3.27,12.1,108,11.43,no,253.9,3000511,1,0
0,66,415,no,0,35,402-3886,TX,100,32.44,190.8,93,22.21,261.3,6,2.4,8.9,108,9.43,yes,209.5,3000512,0,0
0,66,415,no,2,0,336-5900,WA,102,34.87,205.1,109,19.78,232.7,6,2.48,9.2,95,11.7,no,259.9,3000513,0,0
0,127,415,no,1,28,339-7684,TN,124,40.05,235.6,113,20.13,236.8,2,2.08,7.7,127,10.85,yes,241.2,3000514,1,0
0,146,510,no,0,0,390-2433,HI,77,32.18,189.3,128,13.25,155.9,3,2,7.4,83,8.37,no,186,3000515,0,0
0,93,408,no,1,42,360-7246,WY,101,28.37,166.9,84,23.22,273.2,1,3.11,11.5,106,7.69,yes,171,3000516,1,0
1,77,415,no,0,0,335-6508,CT,87,41.68,245.2,83,21.6,254.1,4,2.03,7.5,91,10.77,no,239.4,3000517,1,0
1,111,415,no,4,0,348-6720,NM,125,22.54,132.6,67,18.79,221.1,2,3.43,12.7,101,5.76,no,127.9,3000518,1,0
